1	2	2249.999938
2	1	2249.999938
2	3	974.999958
2	7	1277.000077
2	11	1711.999950
3	2	974.999958
3	4	614.000042
3	7	865.000071
4	3	614.000042
4	5	562.000017
4	6	1047.000045
4	7	1037.000014
5	4	562.000017
5	6	869.999973
5	8	620.000106
6	4	1047.000045
6	5	869.999973
7	2	1277.000077
7	3	865.000071
7	4	1037.000014
7	9	827.000044
8	5	620.000106
8	10	296.999990
9	7	827.000044
9	12	1013.999920
9	14	287.999894
9	16	708.000061
10	8	296.999990
10	14	799.000048
10	23	261.000060
11	2	1711.999950
11	12	928.000062
12	9	1013.999920
12	11	928.000062
12	13	520.999958
13	12	520.999958
13	15	210.999905
13	17	223.999968
14	9	287.999894
14	10	799.000048
14	16	419.999940
14	18	493.999897
14	19	688.999934
15	13	210.999905
15	16	224.999903
15	17	433.999938
16	9	708.000061
16	14	419.999940
16	15	224.999903
16	17	659.000068
17	13	223.999968
17	15	433.999938
17	16	659.000068
17	21	527.999957
18	14	493.999897
18	19	205.000068
18	22	421.000102
18	25	416.999908
19	14	688.999934
19	18	205.000068
19	20	627.000105
19	21	430.999906
20	19	627.000105
20	21	432.000068
20	22	435.000100
21	17	527.999957
21	19	430.999906
21	20	432.000068
22	18	421.000102
22	20	435.000100
22	26	407.000104
22	27	411.000071
23	10	261.000060
23	24	435.000100
23	25	300.999957
23	35	535.999891
24	23	435.000100
24	27	310.999988
24	29	401.999975
24	36	530.999989
25	18	416.999908
25	23	300.999957
25	27	426.000004
26	22	407.000104
26	28	407.000104
26	34	841.999977
27	22	411.000071
27	24	310.999988
27	25	426.000004
27	28	401.999975
28	26	407.000104
28	27	401.999975
28	29	315.999890
28	31	412.000006
29	24	401.999975
29	28	315.999890
29	30	402.999910
29	37	534.999956
30	29	402.999910
30	31	307.000021
30	32	407.000104
30	38	526.000087
31	28	412.000006
31	30	307.000021
31	33	411.000071
32	30	407.000104
32	33	301.999892
32	62	220.000001
32	63	625.999943
32	66	716.999930
33	31	411.000071
33	32	301.999892
33	34	394.000041
33	66	421.000102
33	68	580.999917
34	26	841.999977
34	33	394.000041
34	67	196.999907
35	23	535.999891
35	36	443.000034
36	24	530.999989
36	35	443.000034
36	37	402.999910
37	29	534.999956
37	36	402.999910
37	38	398.000008
38	30	526.000087
38	37	398.000008
38	39	415.999973
39	38	415.999973
39	40	1053.000109
39	59	572.999983
39	62	301.999892
40	39	1053.000109
40	41	905.999903
41	40	905.999903
41	42	856.999910
42	41	856.999910
42	43	761.999956
43	42	761.999956
43	44	886.000068
44	43	886.000068
45	46	813.000046
46	45	813.000046
46	47	538.999923
47	46	538.999923
47	48	457.000032
47	49	796.999951
48	47	457.000032
48	49	407.000104
48	54	485.999963
49	47	796.999951
49	48	407.000104
50	51	425.000069
51	50	425.000069
51	52	722.999994
52	51	722.999994
52	53	726.000026
53	52	726.000026
53	54	555.999953
54	48	485.999963
54	53	555.999953
54	55	733.999960
55	54	733.999960
55	56	467.999998
55	57	565.000049
56	55	467.999998
56	81	1728.999980
56	83	3174.999968
57	55	565.000049
57	58	216.999969
57	59	785.000050
58	57	216.999969
58	60	344.000113
58	61	495.000059
58	81	963.000057
59	39	572.999983
59	57	785.000050
59	60	556.999888
59	62	875.000102
59	63	481.000061
60	58	344.000113
60	59	556.999888
60	61	460.999999
60	64	485.000028
61	58	495.000059
61	60	460.999999
61	64	342.999951
61	65	201.000101
61	80	293.000023
62	32	220.000001
62	39	301.999892
62	59	875.000102
62	63	421.000102
63	32	625.999943
63	59	481.000061
63	62	421.000102
63	64	219.000066
63	66	512.000089
64	60	485.000028
64	61	342.999951
64	63	219.000066
64	65	544.000052
64	69	690.000096
65	61	201.000101
65	64	544.000052
65	69	471.000030
65	70	673.000066
65	80	265.000027
66	32	716.999930
66	33	421.000102
66	63	512.000089
66	68	202.000036
66	69	388.999912
67	34	196.999907
67	68	393.000106
67	71	411.000071
68	33	580.999917
68	66	202.000036
68	67	393.000106
68	69	590.999948
68	71	405.999942
69	64	690.000096
69	65	471.000030
69	66	388.999912
69	68	590.999948
69	70	552.999921
69	71	576.999950
69	74	698.999965
70	65	673.000066
70	69	552.999921
70	73	188.000038
70	74	538.999923
70	80	590.000013
70	82	580.999917
71	67	411.000071
71	68	405.999942
71	69	576.999950
71	74	744.999926
72	73	621.999976
72	77	897.000034
72	82	806.000047
72	83	301.999892
73	70	188.000038
73	72	621.999976
73	75	677.000033
73	76	852.000008
73	82	393.000106
74	69	698.999965
74	70	538.999923
74	71	744.999926
74	75	349.999950
75	73	677.000033
75	74	349.999950
75	76	317.999987
76	73	852.000008
76	75	317.999987
76	77	502.000058
77	72	897.000034
77	76	502.000058
77	78	328.999953
78	77	328.999953
78	79	849.999911
78	83	849.999911
79	78	849.999911
79	84	758.999924
80	61	293.000023
80	65	265.000027
80	70	590.000013
80	81	565.000049
80	82	585.000111
81	56	1728.999980
81	58	963.000057
81	80	565.000049
81	82	338.000049
82	70	580.999917
82	72	806.000047
82	73	393.000106
82	80	585.000111
82	81	338.000049
83	56	3174.999968
83	72	301.999892
83	78	849.999911
83	84	1076.999911
84	79	758.999924
84	83	1076.999911
